Time Stamp,Record Type,Channel,Parameter Code,Parameter Value
3:19:00:00,3,0,13:Ambient Temperature,31.082184
3:19:00:00,3,0,14:LN2 Level,0
3:19:00:00,3,1,15:AC Detector Leakage Current,-209
3:19:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:19:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:20:00:00,3,0,11:PRTD 1,-183.27832
3:20:00:00,3,0,12:PRTD 2,-190.57797
3:20:00:00,3,0,13:Ambient Temperature,30.878082
3:20:00:00,3,0,14:LN2 Level,0
3:20:00:00,3,1,15:AC Detector Leakage Current,-209
3:20:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:20:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:21:00:00,3,0,11:PRTD 1,-183.28932
3:21:00:00,3,0,12:PRTD 2,-190.58891
3:21:00:00,3,0,13:Ambient Temperature,31.082184
3:21:00:00,3,0,14:LN2 Level,0
3:21:00:00,3,1,15:AC Detector Leakage Current,-209
3:21:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:21:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:22:00:00,3,0,11:PRTD 1,-183.28381
3:22:00:00,3,0,12:PRTD 2,-190.56703
3:22:00:00,3,0,13:Ambient Temperature,31.082184
3:22:00:00,3,0,14:LN2 Level,0
3:22:00:00,3,1,15:AC Detector Leakage Current,-209
3:22:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:22:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:23:00:00,3,0,11:PRTD 1,-183.27832
3:23:00:00,3,0,12:PRTD 2,-190.5725
3:23:00:00,3,0,13:Ambient Temperature,31.082184
3:23:00:00,3,0,14:LN2 Level,0
3:23:00:00,3,1,15:AC Detector Leakage Current,-209
3:23:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:23:00:00,3,1,16:Charge Loop DC Level,-1.6399999
4:00:00:00,3,0,11:PRTD 1,-183.28932
4:00:00:00,3,0,12:PRTD 2,-190.5725
4:00:00:00,3,0,13:Ambient Temperature,31.082184
4:00:00:00,3,0,14:LN2 Level,0
4:00:00:00,3,1,15:AC Detector Leakage Current,-209
4:00:00:00,3,1,73:DC Detector Leakage Current,44.586098
4:00:00:00,3,1,16:Charge Loop DC Level,-1.6399999
4:01:00:00,3,0,11:PRTD 1,-183.2673
4:01:00:00,3,0,12:PRTD 2,-190.5725
4:01:00:00,3,0,13:Ambient Temperature,30.878082
4:01:00:00,3,0,14:LN2 Level,0
4:01:00:00,3,1,15:AC Detector Leakage Current,-209
4:01:00:00,3,1,73:DC Detector Leakage Current,44.586098
4:01:00:00,3,1,16:Charge Loop DC Level,-1.6399999
4:02:00:00,3,0,11:PRTD 1,-183.28932
4:02:00:00,3,0,12:PRTD 2,-190.5725
4:02:00:00,3,0,13:Ambient Temperature,31.082184
4:02:00:00,3,0,14:LN2 Level,0
4:02:00:00,3,1,15:AC Detector Leakage Current,-209
4:02:00:00,3,1,73:DC Detector Leakage Current,44.586098
4:02:00:00,3,1,16:Charge Loop DC Level,-1.6399999
4:03:00:00,3,0,11:PRTD 1,-183.28381
4:03:00:00,3,0,12:PRTD 2,-190.57797
4:03:00:00,3,0,13:Ambient Temperature,31.082184
4:03:00:00,3,0,14:LN2 Level,0
4:03:00:00,3,1,15:AC Detector Leakage Current,-209
4:03:00:00,3,1,73:DC Detector Leakage Current,44.586098
4:03:00:00,3,1,16:Charge Loop DC Level,-1.6399999
4:04:00:00,3,0,11:PRTD 1,-183.2728
4:04:00:00,3,0,12:PRTD 2,-190.5725
4:04:00:00,3,0,13:Ambient Temperature,30.878082
4:04:00:00,3,0,14:LN2 Level,0
4:04:00:00,3,1,15:AC Detector Leakage Current,-209
4:04:00:00,3,1,73:DC Detector Leakage Current,44.586098
4:04:00:00,3,1,16:Charge Loop DC Level,-1.6399999
4:05:00:00,3,0,11:PRTD 1,-183.2728
4:05:00:00,3,0,12:PRTD 2,-190.56155
4:05:00:00,3,0,13:Ambient Temperature,31.082184
