Time Stamp,Record Type,Channel,Parameter Code,Parameter Value
2:10:00:00,3,0,13:Ambient Temperature,37.816895
2:10:00:00,3,0,14:LN2 Level,0
2:10:00:00,3,1,15:AC Detector Leakage Current,-208
2:10:00:00,3,1,73:DC Detector Leakage Current,-4401.274
2:10:00:00,3,1,16:Charge Loop DC Level,-8.62
2:11:00:00,3,0,11:PRTD 1,-182.46289
2:11:00:00,3,0,12:PRTD 2,-190.72017
2:11:00:00,3,0,13:Ambient Temperature,37.20465
2:11:00:00,3,0,14:LN2 Level,0
2:11:00:00,3,1,15:AC Detector Leakage Current,-208
2:11:00:00,3,1,73:DC Detector Leakage Current,-5394.904
2:11:00:00,3,1,16:Charge Loop DC Level,-10.179999
2:12:00:00,3,0,11:PRTD 1,-182.46841
2:12:00:00,3,0,12:PRTD 2,-190.72563
2:12:00:00,3,0,13:Ambient Temperature,37.00055
2:12:00:00,3,0,14:LN2 Level,0
2:12:00:00,3,1,15:AC Detector Leakage Current,-208
2:12:00:00,3,1,73:DC Detector Leakage Current,-5993.6304
2:12:00:00,3,1,16:Charge Loop DC Level,-11.12
2:13:00:00,3,0,11:PRTD 1,-182.47943
2:13:00:00,3,0,12:PRTD 2,-190.72017
2:13:00:00,3,0,13:Ambient Temperature,36.79648
2:13:00:00,3,0,14:LN2 Level,0
2:13:00:00,3,1,15:AC Detector Leakage Current,-208
2:13:00:00,3,1,73:DC Detector Leakage Current,-6197.4517
2:13:00:00,3,1,16:Charge Loop DC Level,-11.44
2:14:00:00,3,0,11:PRTD 1,-182.47943
2:14:00:00,3,0,12:PRTD 2,-190.70923
2:14:00:00,3,0,13:Ambient Temperature,36.79648
2:14:00:00,3,0,14:LN2 Level,0
2:14:00:00,3,1,15:AC Detector Leakage Current,-208
2:14:00:00,3,1,73:DC Detector Leakage Current,-6554.139
2:14:00:00,3,1,16:Charge Loop DC Level,-11.999999
2:15:00:00,3,0,11:PRTD 1,-182.48494
2:15:00:00,3,0,12:PRTD 2,-190.70923
2:15:00:00,3,0,13:Ambient Temperature,36.79648
2:15:00:00,3,0,14:LN2 Level,0
2:15:00:00,3,1,15:AC Detector Leakage Current,-208
2:15:00:00,3,1,73:DC Detector Leakage Current,-6617.8335
2:15:00:00,3,1,16:Charge Loop DC Level,-12.099999
2:16:00:00,3,0,11:PRTD 1,-182.49045
2:16:00:00,3,0,12:PRTD 2,-190.70923
2:16:00:00,3,0,13:Ambient Temperature,36.592377
2:16:00:00,3,0,14:LN2 Level,0
2:16:00:00,3,1,15:AC Detector Leakage Current,-209
2:16:00:00,3,1,73:DC Detector Leakage Current,-6719.7446
2:16:00:00,3,1,16:Charge Loop DC Level,-12.259999
2:17:00:00,3,0,11:PRTD 1,-182.49045
2:17:00:00,3,0,12:PRTD 2,-190.71469
2:17:00:00,3,0,13:Ambient Temperature,36.592377
2:17:00:00,3,0,14:LN2 Level,0
2:17:00:00,3,1,15:AC Detector Leakage Current,-209
2:17:00:00,3,1,73:DC Detector Leakage Current,-6808.9165
2:17:00:00,3,1,16:Charge Loop DC Level,-12.4
2:18:00:00,3,0,11:PRTD 1,-182.49045
2:18:00:00,3,0,12:PRTD 2,-190.70923
2:18:00:00,3,0,13:Ambient Temperature,36.592377
2:18:00:00,3,0,14:LN2 Level,0
2:18:00:00,3,1,15:AC Detector Leakage Current,-208
2:18:00:00,3,1,73:DC Detector Leakage Current,-6910.8276
2:18:00:00,3,1,16:Charge Loop DC Level,-12.559999
2:19:00:00,3,0,11:PRTD 1,-182.50148
2:19:00:00,3,0,12:PRTD 2,-190.71469
2:19:00:00,3,0,13:Ambient Temperature,36.592377
2:19:00:00,3,0,14:LN2 Level,0
2:19:00:00,3,1,15:AC Detector Leakage Current,-208
2:19:00:00,3,1,73:DC Detector Leakage Current,-7050.9546
2:19:00:00,3,1,16:Charge Loop DC Level,-12.78
2:20:00:00,3,0,11:PRTD 1,-182.50699
2:20:00:00,3,0,12:PRTD 2,-190.70923
2:20:00:00,3,0,13:Ambient Temperature,36.592377
2:20:00:00,3,0,14:LN2 Level,0
2:20:00:00,3,1,15:AC Detector Leakage Current,-208
2:20:00:00,3,1,73:DC Detector Leakage Current,-7127.388
2:20:00:00,3,1,16:Charge Loop DC Level,-12.9
2:21:00:00,3,0,11:PRTD 1,-182.50699
2:21:00:00,3,0,12:PRTD 2,-190.70923
2:21:00:00,3,0,13:Ambient Temperature,36.388306
2:21:00:00,3,0,14:LN2 Level,0
2:21:00:00,3,1,15:AC Detector Leakage Current,-208
2:21:00:00,3,1,73:DC Detector Leakage Current,-7063.6934
2:21:00:00,3,1,16:Charge Loop DC Level,-12.799999
2:22:00:00,3,0,11:PRTD 1,-182.50148
2:22:00:00,3,0,12:PRTD 2,-190.69829
2:22:00:00,3,0,13:Ambient Temperature,36.592377
2:22:00:00,3,0,14:LN2 Level,0
2:22:00:00,3,1,15:AC Detector Leakage Current,-208
2:22:00:00,3,1,73:DC Detector Leakage Current,-7101.91
2:22:00:00,3,1,16:Charge Loop DC Level,-12.86
2:23:00:00,3,0,11:PRTD 1,-182.50148
2:23:00:00,3,0,12:PRTD 2,-190.72563
2:23:00:00,3,0,13:Ambient Temperature,36.592377
2:23:00:00,3,0,14:LN2 Level,0
2:23:00:00,3,1,15:AC Detector Leakage Current,-209
2:23:00:00,3,1,73:DC Detector Leakage Current,-7242.037
2:23:00:00,3,1,16:Charge Loop DC Level,-13.079999
3:00:00:00,3,0,11:PRTD 1,-182.50148
3:00:00:00,3,0,12:PRTD 2,-190.71469
3:00:00:00,3,0,13:Ambient Temperature,36.592377
3:00:00:00,3,0,14:LN2 Level,0
3:00:00:00,3,1,15:AC Detector Leakage Current,-209
3:00:00:00,3,1,73:DC Detector Leakage Current,-7242.037
3:00:00:00,3,1,16:Charge Loop DC Level,-13.079999
3:00:52:04,2,1,73:DC Detector Leakage Current,477.70703
3:00:52:09,1,1,73:DC Detector Leakage Current,10541.401
3:00:52:49,2,1,73:DC Detector Leakage Current,834.39496
3:01:00:00,3,0,11:PRTD 1,-182.49045
3:01:00:00,3,0,12:PRTD 2,-190.73657
3:01:00:00,3,0,13:Ambient Temperature,37.612793
3:01:00:00,3,0,14:LN2 Level,0
3:01:00:00,3,1,15:AC Detector Leakage Current,-209
3:01:00:00,3,1,73:DC Detector Leakage Current,184.7135
3:01:00:00,3,1,16:Charge Loop DC Level,-1.4199998
3:02:00:00,3,0,11:PRTD 1,-182.44084
3:02:00:00,3,0,12:PRTD 2,-190.74203
3:02:00:00,3,0,13:Ambient Temperature,38.63321
3:02:00:00,3,0,14:LN2 Level,0
3:02:00:00,3,1,15:AC Detector Leakage Current,-208
3:02:00:00,3,1,73:DC Detector Leakage Current,184.7135
3:02:00:00,3,1,16:Charge Loop DC Level,-1.4199998
3:03:00:00,3,0,11:PRTD 1,-182.4188
3:03:00:00,3,0,12:PRTD 2,-190.75298
3:03:00:00,3,0,13:Ambient Temperature,38.83728
3:03:00:00,3,0,14:LN2 Level,0
3:03:00:00,3,1,15:AC Detector Leakage Current,-209
3:03:00:00,3,1,73:DC Detector Leakage Current,184.7135
3:03:00:00,3,1,16:Charge Loop DC Level,-1.4199998
3:04:00:00,3,0,11:PRTD 1,-182.4188
3:04:00:00,3,0,12:PRTD 2,-190.76938
3:04:00:00,3,0,13:Ambient Temperature,39.04138
3:04:00:00,3,0,14:LN2 Level,0
3:04:00:00,3,1,15:AC Detector Leakage Current,-208
3:04:00:00,3,1,73:DC Detector Leakage Current,184.7135
3:04:00:00,3,1,16:Charge Loop DC Level,-1.4199998
3:05:00:00,3,0,11:PRTD 1,-182.39124
3:05:00:00,3,0,12:PRTD 2,-190.76392
3:05:00:00,3,0,13:Ambient Temperature,39.245453
3:05:00:00,3,0,14:LN2 Level,0
